INFO:root:Starting EM-Lab Run
INFO:root:emlab database: sqlite:///C:\Users\isanchezjimene\Documents\TraderesCode\toolbox-amiris-emlab\.spinetoolbox\items\emlabdb\EmlabDB.sqlite
INFO:root:SpineDBRW: Start Read Repository
WARNING:root:No value found for class: node, object: CO2, parameter: annual_resource_limit
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
INFO:root:Object Class not defined: Conventionals
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Biomass_CHP_wood_pellets_DH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Biomass_CHP_wood_pellets_DH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Biomass_CHP_wood_pellets_PH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Biomass_CHP_wood_pellets_PH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: CCGT
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: CCGT
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: CCGT_CHP_backpressure_DH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: CCGT_CHP_backpressure_DH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: CCGT_CHP_backpressure_PH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: CCGT_CHP_backpressure_PH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: CCS
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: CCS
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: CSP_Parabolic
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: CSP_Parabolic
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: CSP_Tower
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: CSP_Tower
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Coal PSC
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Coal PSC
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Fuel oil PGT
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Fuel oil PGT
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Hydrogen_to_Jet_Fuel
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Hydrogen_to_Jet_Fuel
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Hydropower_ROR
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Hydropower_ROR
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Hydropower_reservoir_large
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Hydropower_reservoir_large
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Hydropower_reservoir_medium
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Hydropower_reservoir_medium
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Hydropower_reservoir_small
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Hydropower_reservoir_small
INFO:root:Object Class not defined: Dictionary
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: LNG
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: LNG
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Lignite PSC
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Lignite PSC
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Lithium_ion_battery
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Lithium_ion_battery
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Nuclear
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Nuclear
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Nuclear_CHP_DH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Nuclear_CHP_DH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Nuclear_CHP_PH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Nuclear_CHP_PH
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: OCGT
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: OCGT
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: PEM_Electrolyzer
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: PEM_Electrolyzer
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: PV_commercial_systems
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: PV_commercial_systems
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: PV_residential
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: PV_residential
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: PV_utility_systems
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: PV_utility_systems
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Power_to_Jet_Fuel
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Power_to_Jet_Fuel
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Pumped_hydro
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Pumped_hydro
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: WTG_offshore
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: WTG_offshore
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: WTG_onshore
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: WTG_onshore
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisFuelName, parameter: Wave_energy
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: FuelNumber, parameter: Wave_energy
INFO:root:Object Class not defined: Dictionary
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: bioliquids
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: bioliquids
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: biomethane
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: biomethane
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: collectable_residues
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: collectable_residues
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: hard_coal
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: hard_coal
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: heavy_oil
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: heavy_oil
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: hydrogen
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: hydrogen
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: light_oil
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: light_oil
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: lignite
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: lignite
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: natural_gas
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: natural_gas
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: nuclear
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: nuclear
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: AmirisSet, parameter: oil_shale
INFO:root:Object Class not defined: Dictionary
WARNING:root:No value found for class: Dictionary, object: TechNumber, parameter: oil_shale
INFO:root:Closing database connections...
